date,mean(¡ÆC),prep(mm),humidity(%),whole_price,retail_price
20160802,27.2,2,72.5,16000,2806
20160803,29.1,0,65.4,18000,2806
20160804,30.7,0,59.6,18000,3125
20160805,31.2,0,60.1,18000,2894
20160806,30.5,0,64.8,18000,2894
20160807,30.6,0,56,20000,2894
20160808,30.5,0,63.1,20000,2894
20160809,29.3,1,68.3,18000,2910
20160810,29.4,0,66.3,16000,2910
20160811,30.5,0,64.1,16000,2869
20160812,30.4,0,68.3,18000,2989
20160813,30.2,0,67.9,18000,2989
20160814,28.9,0.2,74,18000,2989
20160815,29.1,0,65.5,20000,2911
20160816,29.3,0.5,64.9,20000,2911
20160817,29.9,0,60.4,20000,2880
20160818,29.9,0,61.9,19000,2843
20160819,28.9,11.5,69.5,20000,2905
20160820,30.1,0,59,20000,2905
20160821,30.7,0,57.5,22000,2905
20160822,30.7,0.4,58,22000,2905
20160823,28.3,8,68.8,21000,2841
20160824,29.1,0,59.1,23000,2841
20160825,27.1,4.5,70.4,22000,2964
20160826,23,20,57,23000,2964
20160827,23.4,0,43.3,23000,2964
20160828,21,1.5,62.5,25000,3123
20160829,22.2,0,54.5,25000,3123
20160830,20.6,0,60.4,26000,3123
20160831,17.7,17.5,85.3,27000,3004
20160901,23.2,0,71.3,28000,3163
20160902,24.2,4.5,68.5,30000,3371
20160903,23.9,0.5,73.8,30000,3371
20160904,25.6,0,71.3,32000,3661
20160905,26.4,0,66.1,32000,3661
20160906,24.7,0,69,35000,3703
20160907,24.3,0,69.8,37000,3703
20160908,23,4.5,76.4,38000,4518
20160909,23.9,0,71.1,36000,4685
20160910,24.4,0,65.4,36000,4685
20160911,24.5,0,66.3,35000,4894
20160912,23.4,2.5,68.9,35000,4894
20160913,24.6,0,62.5,33000,4935
20160914,24.6,0,66.1,33000,4935
20160915,23.9,0,68.1,33000,4935
20160916,24.6,0,64.9,30000,4634
20160917,23.1,7,64.8,30000,4634
20160918,23.5,0,53.4,30000,4634
20160919,21.9,0,53.3,30000,4634
20160920,20.6,0,41.1,28000,4405
20160921,20.2,0,43.4,27000,4405
